epoch,train_loss,val_loss,val_auc,epoch_time_s,imgs_per_sec
1,33.743564478556316,nan,0.5786902222222222,8.897094964981079,431.60157567362046
2,26.086382802327474,nan,0.5958151111111111,8.58383297920227,447.3523513518581
3,23.196636072794597,nan,0.6880653333333333,8.569405794143677,448.1057487818178
4,21.015521240234374,nan,0.7349662222222222,8.710400104522705,440.85286426185786
5,18.928612772623698,nan,0.745984,8.668595552444458,442.9783321609875
6,17.182470067342123,nan,0.7902186666666666,8.495432376861572,452.00754930269983
7,15.493611335754395,nan,0.8307853333333334,8.747581958770752,438.97865688256593
8,14.145324071248373,nan,0.8381462222222222,8.718318223953247,440.451895805537
9,12.86888739267985,nan,0.8428804444444444,8.872897624969482,432.77859935616294
10,11.685916964213053,nan,0.8442471111111111,8.824810981750488,435.1366576581717
11,10.732706705729166,nan,0.8426297777777778,8.605472803115845,446.2282790627418
12,9.767331886291505,nan,0.8517324444444444,8.707435607910156,441.00242404295756
13,8.881777509053547,nan,0.8658706666666667,8.738569021224976,439.43116677328595
14,8.007007185618082,nan,0.860876,8.675098180770874,442.64609246162297
15,7.326315784454346,nan,0.8719302222222223,8.683174133300781,442.2351782919105
16,6.729258918762207,nan,0.8619631111111111,8.771660327911377,437.7734614454309
17,6.287345218658447,nan,0.8777475555555555,8.714510202407837,440.64406079647114
18,5.481551742553711,nan,0.8767551111111112,8.595269441604614,446.757819593873
19,5.012367693583171,nan,0.8740702222222222,8.623969793319702,445.2706255554953
20,4.562339337666829,nan,0.8823324444444445,8.567403078079224,448.21053539669214
21,3.9947644233703614,nan,0.8797782222222222,8.718280792236328,440.4536905138577
22,3.6200627009073894,nan,0.8792475555555556,8.658215522766113,443.5098307309899
23,3.1253384272257487,nan,0.8902506666666666,8.734250545501709,439.6485187202229
24,2.7962737878163657,nan,0.8929173333333333,8.60417914390564,446.29477705956583
25,2.4626235802968344,nan,0.8927484444444445,8.730081796646118,439.85822945544993
26,2.1809711933135985,nan,0.8867373333333334,8.635485887527466,444.6772889013695
27,1.8377589384714763,nan,0.8860315555555556,8.637824296951294,444.5564160568003
28,1.5638536214828491,nan,0.8899422222222222,8.629367589950562,444.99210218480664
29,1.2980539838473002,nan,0.8899444444444444,8.594138383865356,446.8160215872629
30,1.1406328837076822,nan,0.8975435555555555,8.608811140060425,446.05521508395816
31,0.8735868453979492,nan,0.8859848888888889,8.687843322753906,441.99695752842393
32,0.725149405002594,nan,0.8917022222222222,8.833818912506104,434.69315591213103
33,0.5833677212397258,nan,0.8961288888888889,8.721461534500122,440.29299564062535
34,0.46533355315526326,nan,0.8977031111111111,8.751085996627808,438.80315954302824
35,0.35694258809089663,nan,0.8940422222222222,8.5499107837677,449.1275060285675
36,0.29248604575792947,nan,0.8947008888888889,8.6265287399292,445.1383696124961
37,0.23438093463579815,nan,0.8956893333333333,8.683290958404541,442.2285970437529
38,0.19676434894402822,nan,0.8998631111111111,8.609694957733154,446.00935166714686
39,0.1358651687701543,nan,0.8994217777777778,8.546440601348877,449.3098690135115
40,0.12614808827638627,nan,0.8967266666666667,8.672088623046875,442.79997591644656
41,0.10958017657200496,nan,0.8966911111111111,8.637526035308838,444.57158292537326
42,0.09362601985534032,nan,0.8970786666666667,8.593586206436157,446.8454010092256
43,0.08149634525179864,nan,0.8980044444444445,8.541239261627197,449.58349681525675
44,0.0789395255347093,nan,0.896984,8.571826696395874,447.97922968208024
45,0.06907892848054568,nan,0.8973453333333333,8.762026309967041,438.2546706977288
46,0.06802801191806793,nan,0.897336,8.808015823364258,435.9668496742103
47,0.06759455154339472,nan,0.8976595555555555,8.65865182876587,443.48707944507333
48,0.06732664008935292,nan,0.8978155555555556,8.63987135887146,444.4510864143669
49,0.060957903911670046,nan,0.8978191111111111,8.58505392074585,447.28880476023056
50,0.054804900536934535,nan,0.8977017777777778,8.54335618019104,449.4726234239245
