epoch,train_loss,val_loss,val_auc,epoch_time_s,imgs_per_sec
1,0.5485558867454529,nan,0.5997622222222222,18.16482138633728,211.3974003181725
2,0.5561341365178426,nan,0.6104462222222222,6.673111915588379,575.4450047241781
3,0.5145904223124186,nan,0.6052608888888888,6.233497619628906,616.025884968919
4,0.510975182056427,nan,0.6253235555555555,6.189685106277466,620.3875215040423
5,0.5073131859302521,nan,0.7126466666666667,6.235440015792847,615.833704955281
6,0.5046867688496908,nan,0.7486222222222222,6.247817039489746,614.6160525102189
7,0.5037737349669139,nan,0.7836666666666666,6.259442090988159,613.472994527465
8,0.4970182299613953,nan,0.7902351111111111,6.247563600540161,614.6417122425655
9,0.4951688627401988,nan,0.7821475555555556,6.293161630630493,610.1862087490146
10,0.4905585030714671,nan,0.7830822222222222,6.158398151397705,623.5389858802793
11,0.4887943108876546,nan,0.7750111111111111,6.164830207824707,622.8879604900487
12,0.4878476659456889,nan,0.7548617777777777,6.165704727172852,622.8041160429646
13,0.4829526484012604,nan,0.7796008888888889,6.131035089492798,626.3216965165224
14,0.48420910437901815,nan,0.7762671111111111,6.181374788284302,621.2211477342154
15,0.4783919135729472,nan,0.775008,6.255213975906372,613.8880597353411
16,0.4779329260190328,nan,0.7980608888888889,6.103954315185547,629.1000885404696
17,0.4748307784398397,nan,0.7432066666666667,6.178865909576416,621.4760034832633
18,0.4778735518455505,nan,0.7579666666666667,6.15700626373291,623.6799708306263
19,0.4713770508766174,nan,0.7717395555555555,6.146024465560913,624.7941770232808
20,0.47044210036595663,nan,0.7850422222222222,6.1052796840667725,628.9639375252319
21,0.47235862811406454,nan,0.7847991111111111,6.144202709197998,624.9795740471543
22,0.4530932605266571,nan,0.7694177777777778,6.131190299987793,626.3060604334295
23,0.4649334450562795,nan,0.7584577777777778,6.400051832199097,599.9948502028925
24,0.4848328212896983,nan,0.742392,6.013583660125732,638.5546022905953
25,0.47313183148701987,nan,0.7543368888888888,6.044610977172852,635.2767401922878
26,0.4481971283753713,nan,0.7616946666666666,6.0555596351623535,634.1281379911132
27,0.42944328983624774,nan,0.7597746666666667,6.120668888092041,627.3824836709866
28,0.49590431253115336,nan,0.6246364444444444,6.102375507354736,629.2631689741095
29,0.5399190704027812,nan,0.6577728888888889,6.13099217414856,626.3255691250146
30,0.5007273058096567,nan,0.6668706666666666,6.0181944370269775,638.0656834817527
31,0.4746747036774953,nan,0.6793742222222222,6.074660301208496,632.134137599199
32,0.44640976587931314,nan,0.6959782222222223,6.2533159255981445,614.0742275130453
33,0.3932707170645396,nan,0.691316,6.082993030548096,631.268363165747
34,0.36828291018803916,nan,0.7023528888888889,6.32142972946167,607.4575845699601
35,0.3716263194878896,nan,0.7111177777777777,6.21052360534668,618.3044526091005
36,0.3705816864967346,nan,0.7175737777777778,6.11578369140625,627.8840436067595
37,0.3697368999322255,nan,0.7284435555555555,6.117613077163696,627.6958922020918
38,0.3483380357424418,nan,0.7270506666666666,6.102861166000366,629.2131175169461
39,0.32280166149139405,nan,0.7205671111111112,6.269587278366089,612.4806242643997
40,0.3165050705273946,nan,0.7007755555555556,6.09977126121521,629.5319752498095
41,0.3210462470849355,nan,0.6951435555555555,6.29531455039978,609.9771860641047
42,0.30417189995447796,nan,0.6941631111111111,6.102684020996094,629.2317506752389
43,0.30572765270868935,nan,0.6920582222222222,6.0672712326049805,632.9040612109977
44,0.28633724053700765,nan,0.6979226666666667,6.069662570953369,632.6547083066914
45,0.27603190938631694,nan,0.6989595555555556,6.181004285812378,621.2584809058067
46,0.2694400310516357,nan,0.6989275555555555,6.052222490310669,634.477890987901
47,0.263863268494606,nan,0.7013724444444445,6.207084894180298,618.6477042747542
48,0.26587432324886323,nan,0.6984453333333334,6.195267677307129,619.8282258906198
49,0.26218092640240986,nan,0.697596,6.162395477294922,623.1345182648429
50,0.2568821251392365,nan,0.6983248888888889,6.211453914642334,618.2128202107702
