epoch,total,loss_id,loss_iccl,loss_mod,val_auc,epoch_time_s,imgs_per_sec
1,44.344502512613936,36.09145660400391,0.3329986363649368,2.295452880859375,0.8062644444444445,17.63181209564209,435.57607062539967
2,36.70809275309245,29.089945220947264,0.1330818106730779,2.2674550374348956,0.8896551111111111,9.909543991088867,775.0118708542865
3,28.548864618937174,21.180657323201498,0.1604652817050616,2.236646525065104,0.9274724444444444,9.960537672042847,771.0430093399302
4,21.555805079142253,14.250787607828777,0.2380770633618037,2.217582194010417,0.9373231111111111,9.836288452148438,780.7825161945283
5,16.355186907450356,9.075201956431071,0.30530680119991305,2.2057088216145835,0.9539551111111111,9.697686910629272,791.9427109259129
6,12.519135030110677,5.223343960444132,0.3656963070233663,2.215416971842448,0.9335168888888888,9.731425046920776,789.1960164683219
7,10.44863821665446,3.1599811553955077,0.4084206322828929,2.2080958048502604,0.9463764444444445,9.82058596611023,782.0308616672828
8,8.92674191792806,1.6431295156478882,0.418059100707372,2.2112950642903644,0.9470568888888888,9.57430124282837,802.1484499286098
9,8.265281804402669,1.0032105843226116,0.4050798257191976,2.207396952311198,0.932656,9.601946353912354,799.8382140617011
10,7.9320583979288735,0.6771011133988698,0.38655087947845457,2.2219390869140625,0.9374364444444444,9.651507377624512,795.7308414530199
11,7.866468620300293,0.6190023342768352,0.381954151391983,2.223890177408854,0.942408,9.599265575408936,800.0612862167559
12,7.660990810394287,0.46242868502934775,0.347897344827652,2.211749776204427,0.9399097777777777,9.58027195930481,801.6486057417217
13,7.715964730580648,0.5055921137332916,0.33047647078831993,2.2345596313476563,0.9505315555555556,9.82187557220459,781.928352315312
14,7.585108089447021,0.3901646872361501,0.3144440690676371,2.227666219075521,0.9397671111111111,9.713861465454102,790.6228221197395
15,7.463101959228515,0.29091267585754393,0.31294994950294497,2.222645060221354,0.9378008888888889,9.603106260299683,799.741407403652
16,7.420884323120117,0.27690348426500955,0.28864140311876935,2.2129389444986978,0.9243653333333334,9.545598268508911,804.5604399021557
17,7.385593891143799,0.2442439650495847,0.2696938802798589,2.2241119384765624,0.9221511111111111,9.57498574256897,802.0902467897035
18,7.3503920873006185,0.22720610896746318,0.25193588534990946,2.220414733886719,0.9435044444444445,9.645907402038574,796.1926689950809
19,7.308753395080567,0.19043906132380167,0.2585528403520584,2.2219584147135416,0.9384164444444445,9.567641258239746,802.705601850006
20,7.2905154863993324,0.18726842055718104,0.2486743022998174,2.2171788533528645,0.9381408888888889,9.775885581970215,785.6078597625454
21,7.292920684814453,0.18924246033032735,0.22847879230976104,2.2301010131835937,0.9398937777777778,9.74214506149292,788.3277396001679
22,7.23220043182373,0.1372408558924993,0.22849030494689943,2.224878946940104,0.9434995555555555,9.654839754104614,795.4561745315626
23,7.226288572947184,0.15134412596623104,0.21065228680769602,2.220972696940104,0.9440635555555555,9.52182912826538,806.5676987314688
